roc_auc,accuracy,mcc,f1,sensitivity,specificity,precision,recall,aupr,Set
0.9999361156739024,0.9987198302860723,0.9974396843048361,0.9987202808069542,0.99882984266869,0.9986097645746063,0.9986107429783111,0.99882984266869,0.9999307812614602,Train
0.9999361156739024,0.9987198302860723,0.9974396843048361,0.9987202808069542,0.99882984266869,0.9986097645746063,0.9986107429783111,0.99882984266869,0.9999307812614602,Train
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Train
